price,rooms,address
"$1,250 - 1,695",1-2 Beds,"4657 Ocean Dr, Corpus Christi, TX 78412"
"$1,300 - 2,250",1-2 Beds,"401 N Chaparral St, Corpus Christi, TX 78401"
"$1,059 - 2,303",1-2 Beds,"6901 Saratoga Blvd, Corpus Christi, TX 78414"
"$1,165 - 1,499",1-2 Beds,"3310 Rodd Field Rd, Corpus Christi, TX 78414"
"$1,175 - 3,250",1-2 Beds,"4933 W Causeway Blvd, Corpus Christi, TX 78402"
"$1,059 - 1,750",1-2 Beds,"2921 Airline Rd, Corpus Christi, TX 78414"
"$849 - 1,699",Studio - 3 Beds,"4224 Ocean Dr, Corpus Christi, TX 78411"
"$934 - 1,394",1-3 Beds,"5757 S Staples St, Corpus Christi, TX 78413"
"$680 - 1,500",Studio - 2 Beds,"3803 Caravelle Pky, Corpus Christi, TX 78415"
"$1,073 - 2,115",1-3 Beds,"1514 Ennis Joslin Rd, Corpus Christi, TX 78412"
"$1,138 - 1,660",1-2 Beds,"5721 Timbergate Dr, Corpus Christi, TX 78414"
"$1,699 - 2,219",2-3 Beds,"2001 Woodbend Dr, Corpus Christi, TX 78412"
"$1,309 - 2,155",1-3 Beds,"7510 Wooldridge Rd, Corpus Christi, TX 78414"
"$1,480 - 2,295",1-3 Beds,"7901 Williams Dr, Corpus Christi, TX 78412"
"$1,189 - 1,794",1-2 Beds,"3802 Saratoga, Corpus Christi, TX 78415"
"$1,335 - 1,915",1-2 Beds,"6640 Yorktown Blvd, Corpus Christi, TX 78414"
"$1,180 - 2,195",1-3 Beds,"3942 Cimarron Blvd, Corpus Christi, TX 78414"
"$791 - 1,589",Studio - 2 Beds,"5750 Curtis Clark Dr, Corpus Christi, TX 78412"
"$950 - 1,615",1-3 Beds,"5802 Everhart Rd, Corpus Christi, TX 78413"
"$839 - 2,162",1-2 Beds,"5757 Wooldridge Rd, Corpus Christi, TX 78414"
"$765 - 2,565",1-3 Beds,"2002 Airline Rd, Corpus Christi, TX 78412"
"$628 - 1,490",Studio - 3 Beds,"3802 Caravelle Pky, Corpus Christi, TX 78415"
"$786 - 1,595",1-3 Beds,"7218 S Padre Island Dr, Corpus Christi, TX 78412"
"$1,300 - 2,125",1-3 Beds,"3902 Cimarron Blvd, Corpus Christi, TX 78414"
"$950 - 2,100",1-4 Beds,"6402 Weber Rd, Corpus Christi, TX 78413"
"$1,163 - 2,269",1-3 Beds,"1701 Ennis Joslin Rd, Corpus Christi, TX 78412"
"$1,609 - 2,744",2-3 Beds,"5633 Timbergate Dr, Corpus Christi, TX 78414"
"$1,070 - 2,080",1-2 Beds,"522 Hancock Ave, Corpus Christi, TX 78404"
"$1,380 - 2,615",1-2 Beds,"4602 Ocean Dr, Corpus Christi, TX 78412"
"$902 - 2,364",1-3 Beds,"3701 Cimarron Blvd, Corpus Christi, TX 78414"
"$1,025 - 2,068",Studio - 3 Beds,"5702 Timbergate Dr, Corpus Christi, TX 78414"
"$1,250 - 1,695",1-2 Beds,"4657 Ocean Dr, Corpus Christi, TX 78412"
"$1,300 - 2,250",1-2 Beds,"401 N Chaparral St, Corpus Christi, TX 78401"
"$1,059 - 2,303",1-2 Beds,"6901 Saratoga Blvd, Corpus Christi, TX 78414"
"$1,165 - 1,499",1-2 Beds,"3310 Rodd Field Rd, Corpus Christi, TX 78414"
"$1,175 - 3,250",1-2 Beds,"4933 W Causeway Blvd, Corpus Christi, TX 78402"
"$1,059 - 1,750",1-2 Beds,"2921 Airline Rd, Corpus Christi, TX 78414"
"$849 - 1,699",Studio - 3 Beds,"4224 Ocean Dr, Corpus Christi, TX 78411"
"$934 - 1,394",1-3 Beds,"5757 S Staples St, Corpus Christi, TX 78413"
"$680 - 1,500",Studio - 2 Beds,"3803 Caravelle Pky, Corpus Christi, TX 78415"
"$1,073 - 2,115",1-3 Beds,"1514 Ennis Joslin Rd, Corpus Christi, TX 78412"
"$1,138 - 1,660",1-2 Beds,"5721 Timbergate Dr, Corpus Christi, TX 78414"
"$1,699 - 2,219",2-3 Beds,"2001 Woodbend Dr, Corpus Christi, TX 78412"
"$1,309 - 2,155",1-3 Beds,"7510 Wooldridge Rd, Corpus Christi, TX 78414"
"$1,480 - 2,295",1-3 Beds,"7901 Williams Dr, Corpus Christi, TX 78412"
"$1,189 - 1,794",1-2 Beds,"3802 Saratoga, Corpus Christi, TX 78415"
"$1,335 - 1,915",1-2 Beds,"6640 Yorktown Blvd, Corpus Christi, TX 78414"
"$1,180 - 2,195",1-3 Beds,"3942 Cimarron Blvd, Corpus Christi, TX 78414"
"$791 - 1,589",Studio - 2 Beds,"5750 Curtis Clark Dr, Corpus Christi, TX 78412"
"$950 - 1,615",1-3 Beds,"5802 Everhart Rd, Corpus Christi, TX 78413"
"$839 - 2,162",1-2 Beds,"5757 Wooldridge Rd, Corpus Christi, TX 78414"
"$765 - 2,565",1-3 Beds,"2002 Airline Rd, Corpus Christi, TX 78412"
"$628 - 1,490",Studio - 3 Beds,"3802 Caravelle Pky, Corpus Christi, TX 78415"
"$786 - 1,595",1-3 Beds,"7218 S Padre Island Dr, Corpus Christi, TX 78412"
"$1,300 - 2,125",1-3 Beds,"3902 Cimarron Blvd, Corpus Christi, TX 78414"
"$950 - 2,100",1-4 Beds,"6402 Weber Rd, Corpus Christi, TX 78413"
"$1,163 - 2,269",1-3 Beds,"1701 Ennis Joslin Rd, Corpus Christi, TX 78412"
"$1,609 - 2,744",2-3 Beds,"5633 Timbergate Dr, Corpus Christi, TX 78414"
"$1,070 - 2,080",1-2 Beds,"522 Hancock Ave, Corpus Christi, TX 78404"
"$1,380 - 2,615",1-2 Beds,"4602 Ocean Dr, Corpus Christi, TX 78412"
"$902 - 2,364",1-3 Beds,"3701 Cimarron Blvd, Corpus Christi, TX 78414"
"$1,025 - 2,068",Studio - 3 Beds,"5702 Timbergate Dr, Corpus Christi, TX 78414"
"$1,170 - 1,925",1-3 Beds,"4901 Saratoga Blvd, Corpus Christi, TX 78413"
"$945 - 1,549",1-3 Beds,"6617 Weber Rd, Corpus Christi, TX 78413"
"$1,035 - 2,259",1-3 Beds,"5701 Saratoga Blvd, Corpus Christi, TX 78414"
"$799 - 1,323",1-2 Beds,"6350 Meadowvista Dr, Corpus Christi, TX 78414"
"$850 - 1,325",1-2 Beds,"6162 Misty Meadow Rd, Corpus Christi, TX 78414"
"$999 - 1,284",1-2 Beds,"6602 Everhart Rd, Corpus Christi, TX 78413"
