price,rooms,address
"$1,595 - 1,895",1-2 Beds,"11930 Menaul Blvd NE, Albuquerque, NM 87112"
"$1,599 - 2,250",1-2 Beds,"2320 Central Ave SW, Albuquerque, NM 87104"
"$1,498 - 2,178",1-3 Beds,"2500 Bobby Foster Rd SE, Albuquerque, NM 87106"
"$1,575 - 3,400",Studio - 2 Beds,"10800 Golf Course Rd NW, Albuquerque, NM 87114"
"$1,320 - 2,080",1-3 Beds,"6200 Montano Plaza Dr NW, Albuquerque, NM 87120"
"$1,452 - 6,025",1-4 Beds,"2300 Diamond Mesa Trl SW, Albuquerque, NM 87121"
"$1,244 - 4,533",1-2 Beds,"5324 San Mateo Blvd NE, Albuquerque, NM 87109"
"$1,745 - 1,999",Studio - 2 Beds,"4101 Central Ave NE, Albuquerque, NM 87108"
"$1,350 - 2,600",1-4 Beds,"6601 Tree Line Ave NW, Albuquerque, NM 87114"
"$1,325 - 3,995",1-2 Beds,"5301 Antequera Rd NW, Albuquerque, NM 87120"
"$1,558 - 2,367",Studio - 2 Beds,"7800 Headline Blvd NE, Albuquerque, NM 87109"
"$1,525 - 2,701",Studio - 2 Beds,"6500 Americas Pky NE, Albuquerque, NM 87110"
"$1,195 - 1,800",Studio - 2 Beds,"2818 4th St NW, Albuquerque, NM 87107"
"$1,600 - 2,175",1-2 Beds,"8901 Holly Ave NE, Albuquerque, NM 87122"
"$1,507 - 2,457",Studio - 2 Beds,"6700 Modesto Ave NE, Albuquerque, NM 87113"
"$1,005 - 1,380",1-2 Beds,"4217 Louisiana Blvd NE, Albuquerque, NM 87109"
"$1,675 - 2,913",1-3 Beds,"6701 Tennyson St NE, Albuquerque, NM 87111"
"$714 - 1,229",Studio - 2 Beds,"7220 Central Ave SE, Albuquerque, NM 87108"
"$1,005 - 1,345",Studio - 2 Beds,"4401 Morris St NE, Albuquerque, NM 87111"
"$1,625 - 2,042",2 Beds,"5100 Mesa Del Oso Rd NE, Albuquerque, NM 87111"
"$975 - 3,023",Studio - 2 Beds,"3400 Comanche Rd NE, Albuquerque, NM 87107"
$785 - 860,Studio - 2 Beds,"1001 Louisiana Blvd NE, Albuquerque, NM 87110"
"$1,335 - 2,195",1-3 Beds,"5905 Tierra Antigua St NE, Albuquerque, NM 87111"
"$1,492 - 2,135",1-3 Beds,"8100 Barstow St NE, Albuquerque, NM 87122"
"$1,253 - 1,812",Studio - 2 Beds,"3901 Indian School Rd NE, Albuquerque, NM 87110"
"$930 - 1,245",1-2 Beds,"12201 Lomas Blvd NE, Albuquerque, NM 87112"
"$1,595 - 1,925",1-3 Beds,"9500 Osuna Rd NE, Albuquerque, NM 87111"
"$849 - 1,270",1-2 Beds,"10000 Menaul Blvd NE, Albuquerque, NM 87112"
"$786 - 4,688",1-3 Beds,"200 Figueroa St NE, Albuquerque, NM 87123"
"$1,395 - 1,495",2 Beds,"5009 El Corte Miramar NE, Albuquerque, NM 87111"
