price,rooms,baths,square_feet,address
"$44,900",3 beds,3 beds,906,"8505 Heyden St, Detroit, MI 48228"
"$68,000",4 beds,4 beds,"6,098","5236 S Clarendon St, Detroit, MI 48204"
"$54,900",3 beds,3 beds,"1,259","18911 Dean St St, Detroit, MI 48234"
"$85,000",3 beds,3 beds,"3,484","11727 Prest St, Detroit, MI 48227"
"$49,900",3 beds,3 beds,"1,303","10424 Nottingham Rd, Detroit, MI 48224"
"$299,900",6 beds,6 beds,"3,049","3516/18 Three Mile Dr, Detroit, MI 48224"
"$50,000",3 beds,3 beds,672,"9683 Outer Dr E Unit E, Detroit, MI 48213"
"$559,000",3 beds,3 beds,"4,356","1435 Kensington Ave, Grosse Pointe Park, MI 48230"
"$29,000",4 beds,4 beds,"1,020","1426 Canton St, Detroit, MI 48207"
"$219,999",3 beds,3 beds,"4,356","18680 Cherrylawn St, Detroit, MI 48221"
"$157,500",3 beds,3 beds,"2,396","16531 Mansfield St, Detroit, MI 48235"
"$40,000",2 beds,2 beds,"1,775","19003 Klinger St, Detroit, MI 48234"
"$69,900",3 beds,3 beds,"4,792","18977 Westphalia St, Detroit, MI 48205"
"$449,900",3 beds,3 beds,"2,336","3 Morross Cir, Dearborn, MI 48126"
"$599,000",3 beds,3 beds,"7,405","2030 11th St, Detroit, MI 48216"
"$215,000",3 beds,3 beds,"1,464","20705 Westhampton Ave, Southfield, MI 48075"
"$115,000",4 beds,4 beds,"3,484","8956 Rutherford St, Detroit, MI 48228"
"$40,000",3 beds,3 beds,"1,544","5567 Newport St, Detroit, MI 48213"
"$145,000",3 beds,3 beds,"3,920","15891 Mansfield St, Detroit, MI 48227"
"$79,999",3 beds,3 beds,"1,156","11400 Saint Marys St, Detroit, MI 48227"
"$99,000",3 beds,3 beds,"3,920","5409 Mcclellan St, Detroit, MI 48213"
"$165,000",4 beds,4 beds,"1,008","18452 Washburn St, Detroit, MI 48221"
"$69,900",3 beds,3 beds,"3,049","11543 Saint Patrick, Detroit, MI 48205"
"$395,000",3 beds,3 beds,"1,112","1942 Pine St, Detroit, MI 48216"
"$84,000",3 beds,3 beds,0.33,"9209 Whitcomb St, Detroit, MI 48228"
"$89,900",3 beds,3 beds,"1,700","18461 Sunset St, Detroit, MI 48234"
"$54,000",3 beds,3 beds,"6,098","3235 Webb St, Detroit, MI 48206"
"$70,000",3 beds,3 beds,"1,828","8626 Grandville Ave, Detroit, MI 48228"
"$75,000",3 beds,3 beds,"3,484","14876 Hubbell Ave, Detroit, MI 48227"
"$70,000",3 beds,3 beds,"1,539","11766 Engleside St, Detroit, MI 48205"
"$119,900",3 beds,3 beds,0.26,"7234 Stout St, Detroit, MI 48228"
