price,rooms,baths,square_feet,address
"$297,000",3 beds,3 beds,"1,769","2720 NW 168th St, Edmond, OK 73012"
"$180,000",3 beds,3 beds,"7,131","3025 NW 28th St, Oklahoma City, OK 73107"
"$285,000",3 beds,3 beds,"2,347","5804 NW 103rd Pl, Oklahoma City, OK 73162"
"$299,900",3 beds,3 beds,"7,000","6609 SE 85th St, Oklahoma City, OK 73135"
"$279,900",3 beds,3 beds,"1,846","6316 SE 88th St, Oklahoma City, OK 73135"
"$459,000",3 beds,3 beds,"7,148","13200 N Eastern Ave, Oklahoma City, OK 73131"
"$380,000",4 beds,4 beds,"1,496","9300 NW 141st St, Yukon, OK 73099"
"$316,500",3 beds,3 beds,"5,750","9304 NW 141st St, Yukon, OK 73099"
"$336,500",4 beds,4 beds,"1,295","9308 NW 141st St, Yukon, OK 73099"
"$332,500",3 beds,3 beds,"6,486","9312 NW 141st St, Yukon, OK 73099"
"$315,000",3 beds,3 beds,"2,676","9316 NW 141st St, Yukon, OK 73099"
"$331,000",3 beds,3 beds,0.91,"9320 NW 141st St, Yukon, OK 73099"
"$340,000",4 beds,4 beds,"2,030","9324 NW 141st St, Yukon, OK 73099"
"$351,000",3 beds,3 beds,0.23,"9325 NW 141st St, Yukon, OK 73099"
"$344,000",3 beds,3 beds,"1,543","9321 NW 141st St, Yukon, OK 73099"
"$335,000",3 beds,3 beds,"6,120","9317 NW 141st St, Yukon, OK 73099"
"$351,000",3 beds,3 beds,"1,701","9313 NW 141st St, Yukon, OK 73099"
"$316,500",3 beds,3 beds,"6,120","9309 NW 141st St, Yukon, OK 73099"
"$303,000",3 beds,3 beds,"1,689","9200 NW 71st St, Yukon, OK 73099"
"$300,000",3 beds,3 beds,"6,120","408 Nathan Way, Yukon, OK 73099"
"$335,000",3 beds,3 beds,"1,543","9305 NW 141st St, Yukon, OK 73099"
"$4,500,000",12 beds,12 beds,"6,120","631 W California Ave, Oklahoma City, OK 73102"
"$275,000",5 beds,5 beds,"1,689","2720 N Douglas Blvd, Oklahoma City, OK 73141"
"$380,000",3 beds,3 beds,"6,120","9301 NW 141st St, Yukon, OK 73099"
"$335,000",4 beds,4 beds,"1,701","2521 NW 116th St, Oklahoma City, OK 73120"
"$60,000",2 beds,2 beds,"6,887","7 SE 31st St, Oklahoma City, OK 73129"
"$229,502",3 beds,3 beds,"1,875","9516 Stallion Dr, Yukon, OK 73099"
"$229,502",3 beds,3 beds,"6,813","9512 Stallion Dr, Yukon, OK 73099"
"$344,999",3 beds,3 beds,"1,806","2836 Wild Rose Ln, Yukon, OK 73099"
"$220,235",3 beds,3 beds,"6,813","9508 Stallion Dr, Yukon, OK 73099"
"$230,000",3 beds,3 beds,"1,722","8129 NW 89 St, Oklahoma City, OK 73132"
"$238,363",4 beds,4 beds,"6,769","9504 Stallion Dr, Yukon, OK 73099"
"$233,502",3 beds,3 beds,"1,875","9500 Stallion Dr, Yukon, OK 73099"
"$227,502",3 beds,3 beds,"6,813","11800 NW 94 St, Yukon, OK 73099"
"$228,502",3 beds,3 beds,"1,556","11804 NW 94 St, Yukon, OK 73099"
"$385,000",4 beds,4 beds,"6,813","10820 Wild Horse Creek Dr, Yukon, OK 73099"
"$280,000",3 beds,3 beds,"1,735","3012 NW 181st St, Edmond, OK 73012"
"$496,000",3 beds,3 beds,"5,846","12712 Bristlecone Pine Blvd, Oklahoma City, OK 73142"
"$750,000",2 beds,2 beds,"2,092","6324 Harden Dr, Oklahoma City, OK 73118"
"$105,000",3 beds,3 beds,"5,528","2232 SW 25 St, Oklahoma City, OK 73108"
"$229,000",4 beds,4 beds,"2,005","7313 NW 120th St, Oklahoma City, OK 73162"
"$269,900",3 beds,3 beds,"8,250","801 SW 161st St, Oklahoma City, OK 73170"
"$365,000",4 beds,4 beds,"1,665","17424 Hawks Tree Ln, Edmond, OK 73012"
"$415,000",4 beds,4 beds,"6,970","10721 Coeur Ct, Yukon, OK 73099"
"$350,000",2 beds,2 beds,"2,134","627 Couch Drive Dr Unit S10, Oklahoma City, OK 73102"
"$475,000",4 beds,4 beds,"9,374","9328 SW 28th St, Oklahoma City, OK 73128"
"$389,900",4 beds,4 beds,"2,230","11309 NW 94th St, Yukon, OK 73099"
"$219,702",3 beds,3 beds,"9,278","9448 NW 115th St, Yukon, OK 73099"
"$218,502",3 beds,3 beds,"1,421","9453 NW 115th St, Yukon, OK 73099"
"$237,200",4 beds,4 beds,"3,700","9461 NW 115th St, Yukon, OK 73099"
"$231,363",4 beds,4 beds,0.24,"9456 NW 115th St, Yukon, OK 73099"
"$223,339",3 beds,3 beds,"2,939","9465 NW 115th St, Yukon, OK 73099"
"$179,900",3 beds,3 beds,"7,196","7604 NW 14th Ter, Oklahoma City, OK 73127"
"$131,900",3 beds,3 beds,"1,373","1044 NW 24th St, Moore, OK 73160"
"$365,000",3 beds,3 beds,"4,914","504 NW 182nd St, Edmond, OK 73012"
"$254,900",3 beds,3 beds,"1,373","11117 NW 8th St, Yukon, OK 73099"
"$308,000",4 beds,4 beds,"4,800","14305 Teagen Ln, Yukon, OK 73099"
"$274,900",3 beds,3 beds,"1,459","18629 Como Dr, Edmond, OK 73012"
"$385,124",3 beds,3 beds,"4,800","18508 Autumn Grove Dr, Edmond, OK 73012"
"$299,999",4 beds,4 beds,"1,459","1600 Oakhill Dr, Oklahoma City, OK 73127"
"$265,000",4 beds,4 beds,"4,896","3115 NW 24th St, Oklahoma City, OK 73107"
"$250,000",3 beds,3 beds,"1,373","8309 NW 114th St, Oklahoma City, OK 73162"
"$415,000",3 beds,3 beds,"4,800","3817 NW 68th St, Oklahoma City, OK 73116"
"$335,000",4 beds,4 beds,"1,041","11501 NW 106th St, Yukon, OK 73099"
"$399,900",4 beds,4 beds,0.24,"11720 NW 109 St, Yukon, OK 73099"
"$80,000",2 beds,2 beds,918,"1225 NE 17th St, Oklahoma City, OK 73111"
"$75,000",2 beds,2 beds,"6,098","2629 SW 23rd St, Oklahoma City, OK 73108"
"$95,000",2 beds,2 beds,"1,922","6720 N Meridian Ave Unit E, Oklahoma City, OK 73116"
"$349,900",3 beds,3 beds,"7,610","9344 SW 44th Ter, Oklahoma City, OK 73179"
"$375,000",4 beds,4 beds,"1,357","11905 Wickford Pl, Yukon, OK 73099"
"$250,000",2 beds,2 beds,"9,100","5820 Hefner Village Cir, Oklahoma City, OK 73162"
"$339,900",3 beds,3 beds,"1,752","3300 Red Maple Ln, Moore, OK 73170"
"$499,900",4 beds,4 beds,"9,065","1509 SW 133rd St, Oklahoma City, OK 73170"
"$240,500",3 beds,3 beds,"1,385","8408 Barkwood Ln, Oklahoma City, OK 73135"
"$185,000",2 beds,2 beds,"6,146","3336 Pioneer St, Oklahoma City, OK 73107"
"$515,000",3 beds,3 beds,"1,840","4321 NE 125th Ct, Edmond, OK 73013"
"$310,000",4 beds,4 beds,"6,098","1101 NE 14th St, Oklahoma City, OK 73117"
"$445,000",4 beds,4 beds,"2,518","13000 Cedar Springs Rd, Oklahoma City, OK 73120"
"$1,125,000",5 beds,5 beds,0.47,"813 NW 19th St, Oklahoma City, OK 73106"
"$149,000",3 beds,3 beds,"1,863","3001 SE 19th St, Del City, OK 73115"
"$236,000",3 beds,3 beds,"1,701","6500 N Grand Blvd #101, Oklahoma City, OK 73116"
"$200,000",3 beds,3 beds,"1,333","11604 Lochwood Dr, Yukon, OK 73099"
"$545,000",4 beds,4 beds,"9,161","12504 Crick Hollow Ct, Oklahoma City, OK 73170"
"$798,000",3 beds,3 beds,"3,561","817 NW 8th St, Oklahoma City, OK 73106"
"$234,000",2 beds,2 beds,0.31,"9009 N May Ave #163, Oklahoma City, OK 73120"
"$245,000",3 beds,3 beds,"2,254","6409 Ellen Ln, Oklahoma City, OK 73132"
"$377,900",3 beds,3 beds,"3,263","11020 Treemont Ln, Oklahoma City, OK 73162"
"$445,000",4 beds,4 beds,"1,518","19821 Dalemead Way, Edmond, OK 73012"
"$435,000",4 beds,4 beds,"2,091","19820 Dalemead Way, Edmond, OK 73012"
"$895,000",5 beds,5 beds,"8,738","13108 Rivendell Dr, Oklahoma City, OK 73170"
"$350,000",3 beds,3 beds,"2,167","11121 SW 30th St, Yukon, OK 73099"
"$210,000",3 beds,3 beds,"9,827","7713 S Villa Ave, Oklahoma City, OK 73159"
"$99,000",2 beds,2 beds,"2,355","517 SW 26th St, Oklahoma City, OK 73109"
"$365,000",3 beds,3 beds,"9,187","11864 SW 26th Ter, Yukon, OK 73099"
"$450,000",3 beds,3 beds,"2,360","2616 Clermont Pl, Oklahoma City, OK 73116"
"$550,000",5 beds,5 beds,"8,141","5716 Asheville Way, Choctaw, OK 73020"
"$275,000",2 beds,2 beds,"4,838","3117 NW 25th St, Oklahoma City, OK 73107"
"$250,000",4 beds,4 beds,0.34,"1337 NW 105th St, Oklahoma City, OK 73114"
"$575,000",4 beds,4 beds,"2,077","12605 Brickstone Ct, Oklahoma City, OK 73142"
"$1,450,000",3 beds,3 beds,"8,686","501 NW 15th St, Oklahoma City, OK 73103"
"$340,000",3 beds,3 beds,"1,420","4801 NW 161st Ter, Edmond, OK 73013"
"$449,900",4 beds,4 beds,"8,320","15101 Jasper Ct, Edmond, OK 73013"
"$424,900",3 beds,3 beds,792,"15109 Jasper Ct, Edmond, OK 73013"
"$419,900",4 beds,4 beds,"3,502","15105 Jasper Ct, Edmond, OK 73013"
"$409,900",3 beds,3 beds,"2,123","15209 Jasper Ln, Edmond, OK 73013"
"$409,900",3 beds,3 beds,"7,697","15213 Jasper Ln, Edmond, OK 73013"
"$339,750",4 beds,4 beds,"2,542","4009 Palmetto Trl, Oklahoma City, OK 73179"
"$186,900",3 beds,3 beds,0.28,"529 NW 92nd St, Oklahoma City, OK 73114"
"$180,000",2 beds,2 beds,"3,069","2404 NW 33rd St, Oklahoma City, OK 73112"
"$399,000",4 beds,4 beds,0.94,"8604 NW 125th St, Oklahoma City, OK 73142"
"$425,300",4 beds,4 beds,"1,431","9325 SW 45th Ct, Oklahoma City, OK 73179"
"$419,500",4 beds,4 beds,"6,752","12612 SE 69th St, Oklahoma City, OK 73150"
"$365,000",4 beds,4 beds,"2,253","18305 Carillo Rd, Edmond, OK 73012"
"$1,000,000",3 beds,3 beds,"8,425","13500 Three Oaks Rd, Jones, OK 73049"
"$244,000",3 beds,3 beds,"3,703","10201 Birkenhead Rd, Yukon, OK 73099"
"$399,900",3 beds,3 beds,0.33,"2017 NW 56th Ter, Oklahoma City, OK 73118"
"$128,000",2 beds,2 beds,"5,276","11510 N May Ave Unit B204, Oklahoma City, OK 73120"
"$250,000",5 beds,5 beds,0.29,"11221 Folkstone Dr, Yukon, OK 73099"
"$348,000",3 beds,3 beds,"2,126","1301 Katelyn Ct, Yukon, OK 73099"
"$450,000",3 beds,3 beds,0.25,"11500 E Stella Rd, Norman, OK 73026"
"$269,000",5 beds,5 beds,"1,890","4009 NW 56th St, Oklahoma City, OK 73112"
"$285,000",4 beds,4 beds,"7,192","5725 NW 82nd St, Oklahoma City, OK 73132"
"$219,900",3 beds,3 beds,"2,118","6112 Westlane, Oklahoma City, OK 73142"
"$309,900",4 beds,4 beds,"8,398","2313 NW 114th St, Oklahoma City, OK 73120"
"$699,500",4 beds,4 beds,"1,887","14634 Pecan Grv W, Yukon, OK 73099"
"$286,644",5 beds,5 beds,"6,098","10420 SW 41st St, Mustang, OK 73064"
"$298,990",4 beds,4 beds,"2,166","11621 SW 27th St, Oklahoma City, OK 73099"
"$300,990",4 beds,4 beds,"8,625","11617 SW 28th Ter, Oklahoma City, OK 73099"
"$307,990",5 beds,5 beds,"3,490","11613 SW 28th Ter, Oklahoma City, OK 73099"
"$334,990",4 beds,4 beds,1.11,"2536 Tracys Mnr, Yukon, OK 73099"
"$294,990",5 beds,5 beds,"1,949","11617 SW 27th St, Oklahoma City, OK 73099"
"$268,990",4 beds,4 beds,"6,220","11605 SW 27th St, Oklahoma City, OK 73099"
"$284,990",4 beds,4 beds,"2,031","11609 SW 27th St, Oklahoma City, OK 73099"
"$249,990",3 beds,3 beds,"6,399","11601 SW 27th St, Oklahoma City, OK 73099"
"$299,990",4 beds,4 beds,"2,329","11613 SW 27th St, Oklahoma City, OK 73099"
"$124,900",1 bed,1 bed,"8,438","3200 W Britton Rd #295, Oklahoma City, OK 73120"
"$115,000",2 beds,2 beds,"2,607","1609 SW 48th St, Oklahoma City, OK 73119"
"$375,000",3 beds,3 beds,"8,002","1200 NW 43rd St, Oklahoma City, OK 73118"
"$275,000",3 beds,3 beds,"2,326","Undisclosed address, Oklahoma City, OK 73135"
"$319,900",3 beds,3 beds,"7,802","1001 SW 108th Ter, Oklahoma City, OK 73170"
"$299,990",3 beds,3 beds,"1,949","1213 SW 23rd St, Oklahoma City, OK 73109"
"$284,800",4 beds,4 beds,"6,042","13900 Hunter Jackson Dr, Yukon, OK 73099"
"$167,000",3 beds,3 beds,"1,614","6316 NW 19th Dr, Bethany, OK 73008"
"$369,900",3 beds,3 beds,"6,046","11833 SW 26th Ter, Yukon, OK 73099"
"$397,000",2 beds,2 beds,"1,833","1900 NW 9th St, Oklahoma City, OK 73106"
"$179,900",3 beds,3 beds,"6,046","4805 Koelsch Dr, Oklahoma City, OK 73117"
"$340,000",4 beds,4 beds,"1,412","2808 SW 107th St, Oklahoma City, OK 73170"
"$83,900",2 beds,2 beds,"6,111","2108 Godlin Ave, Oklahoma City, OK 73141"
"$214,999",4 beds,4 beds,"2,042","2405 NW 38th St, Oklahoma City, OK 73112"
"$289,000",4 beds,4 beds,"6,046","1701 Andover Ct, The Village, OK 73120"
"$215,000",3 beds,3 beds,760,"11805 NW 130th St, Piedmont, OK 73078"
"$259,900",3 beds,3 beds,944,"2713 NW 189th St, Edmond, OK 73012"
"$199,900",3 beds,3 beds,"7,126","427 SE 17th St, Oklahoma City, OK 73129"
"$125,000",2 beds,2 beds,"1,668","2701 SW 31st St, Oklahoma City, OK 73119"
"$125,000",2 beds,2 beds,"5,741","3325 Brookhollow Ct, Oklahoma City, OK 73120"
"$2,950,000",4 beds,4 beds,"1,847","7414 N Country Club Dr, Oklahoma City, OK 73116"
"$199,900",4 beds,4 beds,"6,599","2119 Westmore Dr, Moore, OK 73170"
"$189,000",3 beds,3 beds,"1,953","12104 N Dewey Ave, Oklahoma City, OK 73114"
"$547,500",4 beds,4 beds,"5,001","248 NW 35th St, Oklahoma City, OK 73118"
"$180,000",3 beds,3 beds,"1,605","6101 NW 19th St, Oklahoma City, OK 73127"
"$550,000",3 beds,3 beds,"2,327","1017 NW 17th St, Oklahoma City, OK 73106"
"$395,500",4 beds,4 beds,"7,000","17109 Barcelona Dr, Oklahoma City, OK 73106"
"$170,000",3 beds,3 beds,"2,460","3409 SE 55th St, Oklahoma City, OK 73135"
"$300,000",3 beds,3 beds,"9,805","15717 Bennett Dr, Edmond, OK 73013"
"$170,000",3 beds,3 beds,"1,160","1009 N Farra Dr, Oklahoma City, OK 73107"
"$1,250,000",3 beds,3 beds,"6,787","13001 Twisted Oak Rd, Oklahoma City, OK 73120"
"$259,900",3 beds,3 beds,"1,485","12012 SW 14th Ct, Yukon, OK 73099"
"$275,000",3 beds,3 beds,"5,750","3917 Tori Pl, Yukon, OK 73099"
"$329,900",3 beds,3 beds,"1,124","10824 NW 36th Ter, Yukon, OK 73099"
"$280,000",3 beds,3 beds,"7,000","1821 W Blake Way, Mustang, OK 73064"
"$340,000",4 beds,4 beds,"4,127","4728 Roche Dr, Yukon, OK 73099"
"$435,000",4 beds,4 beds,0.64,"11625 NW 109th St, Yukon, OK 73099"
"$165,000",3 beds,3 beds,"1,507","3004 SW 50th St, Oklahoma City, OK 73119"
"$248,900",3 beds,3 beds,0.28,"10012 Squire Ln, Yukon, OK 73099"
"$1,095,000",5 beds,5 beds,"2,386","1232 Davinbrook Dr, Oklahoma City, OK 73118"
"$425,000",3 beds,3 beds,"8,712","11901 Chestnut Ridge Rd, Oklahoma City, OK 73120"
"$270,000",3 beds,3 beds,"1,925","2500 NW 25th St, Oklahoma City, OK 73107"
"$649,000",3 beds,3 beds,"6,299","2300 NW 55th St, Oklahoma City, OK 73112"
"$249,900",2 beds,2 beds,"1,521","4700 NW 77th St, Oklahoma City, OK 73132"
"$290,000",2 beds,2 beds,"2,750","2701 NW 19th St, Oklahoma City, OK 73107"
