price,rooms,baths,square_feet,address
"$618,000",1 bed,1 bed,758,"1551 4Th Ave #801, San Diego, CA 92101"
"$1,100,000",3 beds,3 beds,"1,612","11078 Jericho Way, San Diego, CA 92129"
"$529,999",2 beds,2 beds,"1,094","6808 Hyde Park Dr Unit M, San Diego, CA 92119"
"$725,000",3 beds,3 beds,"1,230","11239 Avenida De Los Lobos Unit G, San Diego, CA 92127"
"$599,000",2 beds,2 beds,899,"4549 33Rd St #7, San Diego, CA 92116"
"$3,695,000",5 beds,5 beds,"3,105","4370 Newport Ave, San Diego, CA 92107"
"$1,225,000",4 beds,4 beds,"7,000","2779 Amulet St, San Diego, CA 92123"
"$1,199,000",4 beds,4 beds,"1,800","13061 Via Valedor, San Diego, CA 92129"
"$799,000",2 beds,2 beds,"1,379","11113 Scripps Ranch Blvd, San Diego, CA 92131"
"$669,000",1 bed,1 bed,"1,282","1501 India St #609, San Diego, CA 92101"
"$495,000",1 bed,1 bed,847,"101 Market St #119, San Diego, CA 92101"
"$575,000",3 beds,3 beds,695,"17404 Plaza Otonal, San Diego, CA 92128"
"$455,000",1 bed,1 bed,"1,431","1464 Essex St #6, San Diego, CA 92103"
"$1,599,900",3 beds,3 beds,588,"3862 Quarter Mile Dr, San Diego, CA 92130"
"$675,000",2 beds,2 beds,"1,947","17423 Plaza Otonal, Rancho Bernardo (san Diego), CA 92128"
"$695,000",1 bed,1 bed,2.29,"9253 Regents Rd Unit A407, La Jolla, CA 92037"
"$925,000",4 beds,4 beds,"1,431","1102 Woodrow Ave, San Diego, CA 92114"
"$1,795,000",4 beds,4 beds,764,"2221-27 29Th St, San Diego, CA 92104"
"$1,989,000",4 beds,4 beds,"1,886","4258 Calle Isabelino, San Diego, CA 92130"
"$749,900",2 beds,2 beds,0.25,"611 W G St #221, San Diego, CA 92101"
"$730,000",2 beds,2 beds,"2,780","4752-Olive Street, San Diego, CA 92105"
"$1,495,000",3 beds,3 beds,"8,367","13038 Lumen Way, San Diego, CA 92130"
"$748,000",4 beds,4 beds,"2,281","6730 Mezin Way, San Diego, CA 92114"
"$1,768,000",4 beds,4 beds,"3,447","6012 Village Center Loop Rd #38, San Diego, CA 92130"
"$1,769,000",4 beds,4 beds,"1,246","8129 Rose Quartz, San Diego, CA 92126"
"$459,900",2 beds,2 beds,888,"5980 Dandridge Ln #227, San Diego, CA 92115"
"$5,495,000",5 beds,5 beds,"6,700","6815 La Jolla Scenic Dr S, La Jolla, CA 92037"
"$619,000",2 beds,2 beds,"1,660","10627 Dabney Dr #46, San Diego, CA 92126"
"$800,000",3 beds,3 beds,"1,331","3824 Ocean View Blvd, San Diego, CA 92113"
"$819,900",2 beds,2 beds,"5,000","4849 LYON St, San Diego, CA 92102"
"$1,549,000",3 beds,3 beds,"2,032","18544 Lancashire Way, San Diego, CA 92128"
"$875,000",3 beds,3 beds,"2,464","10473 Caminito Mayten, San Diego, CA 92131"
"$2,999,000",3 beds,3 beds,"1,134","2750 4th Ave #502, San Diego, CA 92103"
"$4,300,000",3 beds,3 beds,"5,819","14817 Arroyo Rosita, Rancho Santa Fe, CA 92067"
"$1,400,000",3 beds,3 beds,0.28,"15560 Andorra Way, San Diego, CA 92129"
"$2,899,000",5 beds,5 beds,920,"10735 Edenoaks St, Scripps Miramar, CA 92131"
"$1,000,000",3 beds,3 beds,942,"1959 Felspar St #2, San Diego, CA 92109"
"$580,000",2 beds,2 beds,"6,691","8676 New Salem St #129, San Diego, CA 92126"
"$1,775,000",4 beds,4 beds,860,"5561 Sandburg Ave, San Diego, CA 92122"
"$720,000",1 bed,1 bed,"2,390","13781 Mango Dr, Del Mar, CA 92014"
"$4,500,000",4 beds,4 beds,"2,000","4341-47 Arizona St, San Diego, CA 92104"
"$5,495,000",5 beds,5 beds,"7,710","2408 First Ave, San Diego, CA 92101"
"$950,000",5 beds,5 beds,0.33,"3058-60 44th, San Diego, CA 92105"
"$718,995",4 beds,4 beds,"2,120","4863 Polk Ave, San Diego, CA 92105"
"$4,499,000",5 beds,5 beds,"1,150","13027 Via Latina, Del Mar, CA 92014"
"$439,000",1 bed,1 bed,"1,938","4099 HUERFANO Ave #210, San Diego, CA 92117"
"$1,085,000",2 beds,2 beds,"3,300","700 W Harbor Dr #604, San Diego, CA 92101"
"$1,150,000",2 beds,2 beds,"8,600","13509 Jadestone Way, San Diego, CA 92130"
"$1,150,000",3 beds,3 beds,600,"2037 Seagull Ln, San Diego, CA 92123"
"$1,077,000",2 beds,2 beds,"1,376","12618 Carmel Country Rd #68, San Diego, CA 92130"
"$2,699,000",8 beds,8 beds,"1,428","4153-55 Utah St, San Diego, CA 92104"
"$2,030,000",4 beds,4 beds,0.74,"6240 Bernadette Ln, San Diego, CA 92120"
"$779,000",2 beds,2 beds,"1,735","11192 Catarina Ln #111, San Diego, CA 92128"
"$849,500",2 beds,2 beds,"6,200","1025 ISLAND Ave #314, San Diego, CA 92101"
"$1,399,000",4 beds,4 beds,"1,178","11980 BREWSTER Ct, San Diego, CA 92128"
"$2,990,000",6 beds,6 beds,"3,217","2731 Glenwick Pl, La Jolla, CA 92037"
"$1,825,000",4 beds,4 beds,"4,666","17640 Alva Rd, San Diego, CA 92127"
"$1,899,000",3 beds,3 beds,"3,095","1325 Pacific Hwy #1607, San Diego, CA 92101"
"$1,350,000",3 beds,3 beds,"8,238","17760 Cumana Ter, San Diego, CA 92128"
"$985,000",3 beds,3 beds,956,"16331 Gabarda Rd, San Diego, CA 92128"
"$599,000",3 beds,3 beds,"1,276","4517 College Way Unit J, San Diego, CA 92115"
"$489,000",2 beds,2 beds,"1,813","6868 Hyde Park Dr Unit H, San Diego, CA 92119"
"$640,000",1 bed,1 bed,"2,560","2510 Torrey Pines Rd #403, La Jolla, CA 92037"
"$1,295,000",5 beds,5 beds,"8,200","4271 Mount Henry Ave, San Diego, CA 92117"
"$777,000",2 beds,2 beds,"2,222","9940 Scripps Vista Way #135, San Diego, CA 92131"
"$684,500",3 beds,3 beds,"6,507","17484 Plaza Del Curtidor #178, San Diego, CA 92128"
"$690,000",3 beds,3 beds,"1,474","4062 Sandton Ln #709, San Diego, CA 92105"
