price,rooms,baths,square_feet,address
"$775,000",4 beds,4 beds,"3,122","8937 Macauley Ln, Nolensville, TN 37135"
"$305,000",2 beds,2 beds,"9,147","8411 Callabee Way #13, Antioch, TN 37013"
"$254,900",3 beds,3 beds,"1,000","4958 Edmondson Pike Unit F28, Nashville, TN 37211"
"$395,000",2 beds,2 beds,"1,349","513 Landmark Ct, Nashville, TN 37211"
"$304,900",2 beds,2 beds,871,"1965 Shaylin Loop, Antioch, TN 37013"
"$519,900",1 bed,1 bed,"1,633","415 Church St #2805, Nashville, TN 37219"
"$1,199,995",3 beds,3 beds,871,"3513 Richland Ave, Nashville, TN 37205"
"$1,100,000",2 beds,2 beds,"1,320","1212 Laurel St #1313, Nashville, TN 37203"
"$194,750",2 beds,2 beds,871,"370 Wallace Rd Unit D28, Nashville, TN 37211"
"$14,900,000",8 beds,8 beds,718,"625 Westview Ave, Nashville, TN 37205"
"$1,665,000",4 beds,4 beds,"3,056","415 Monroe St, Nashville, TN 37208"
"$349,900",3 beds,3 beds,871,"2969 Owendale Dr, Antioch, TN 37013"
"$1,599,000",4 beds,4 beds,"1,172","902 Marengo Ln, Nashville, TN 37204"
"$4,850,000",5 beds,5 beds,972,"4401 Herbert Pl, Nashville, TN 37215"
"$1,299,000",3 beds,3 beds,"16,050","1219 Nichol Ln, Nashville, TN 37205"
"$500,000",4 beds,4 beds,2.04,"1706 Turner St, Old Hickory, TN 37138"
"$325,000",3 beds,3 beds,"2,692","3113 Towne Village Rd, Antioch, TN 37013"
"$1,150,000",3 beds,3 beds,871,"3623 Wilbur Pl, Nashville, TN 37204"
"$2,250,000",5 beds,5 beds,"1,350","1239 Carl Seyfert Memorial Dr, Brentwood, TN 37027"
"$365,000",2 beds,2 beds,0.25,"3822 Boatner Dr, Nashville, TN 37207"
"$1,345,000",4 beds,4 beds,"3,000","1806 Forest Ave, Nashville, TN 37206"
"$604,500",4 beds,4 beds,0.33,"1000 Tulip Way, Nashville, TN 37221"
"$3,989,000",5 beds,5 beds,"5,104","410 Brook Hollow Rd, Nashville, TN 37205"
"$1,099,000",3 beds,3 beds,1.65,"714 Omandale Dr, Nashville, TN 37204"
"$469,900",3 beds,3 beds,"1,789","1545 Market Sq, Hermitage, TN 37076"
"$515,000",3 beds,3 beds,0.40,"2077 Hickory Brook Dr, Hermitage, TN 37076"
"$750,000",4 beds,4 beds,"1,799","6109 Deerbrook Dr, Nashville, TN 37221"
"$1,799,900",4 beds,4 beds,0.35,"3619 Caldwell Ct, Nashville, TN 37204"
"$649,900",3 beds,3 beds,978,"5618 Knob Rd, Nashville, TN 37209"
"$995,000",3 beds,3 beds,"8,276","1118 N 14th St, Nashville, TN 37206"
"$404,750",3 beds,3 beds,"1,226","3176 Penn Meade Way, Nashville, TN 37214"
"$924,950",4 beds,4 beds,"2,613","1152 Cleveland Hall Blvd, Old Hickory, TN 37138"
"$815,000",4 beds,4 beds,"6,667","1208 Beech Hollow Dr, Nashville, TN 37211"
"$1,600,000",5 beds,5 beds,1.26,"5 Valley Frg, Nashville, TN 37205"
"$309,900",3 beds,3 beds,"1,025","212 Alta Loma Rd, Madison, TN 37115"
"$650,000",4 beds,4 beds,"9,147","5000 Lewisdale Ct, Nashville, TN 37211"
"$4,500,000",7 beds,7 beds,"3,019","1236 Saxon Dr, Nashville, TN 37215"
"$365,000",3 beds,3 beds,"8,712","1008 Loxley Dr, Nashville, TN 37211"
"$545,000",4 beds,4 beds,"2,739","1811 Rosebank Ave, Nashville, TN 37216"
"$679,900",4 beds,4 beds,"6,534","4509 Michigan Ave, Nashville, TN 37209"
"$775,000",4 beds,4 beds,"3,122","8937 Macauley Ln, Nolensville, TN 37135"
"$305,000",2 beds,2 beds,"9,147","8411 Callabee Way #13, Antioch, TN 37013"
"$254,900",3 beds,3 beds,"1,000","4958 Edmondson Pike Unit F28, Nashville, TN 37211"
"$395,000",2 beds,2 beds,"1,349","513 Landmark Ct, Nashville, TN 37211"
"$304,900",2 beds,2 beds,871,"1965 Shaylin Loop, Antioch, TN 37013"
"$519,900",1 bed,1 bed,"1,633","415 Church St #2805, Nashville, TN 37219"
"$439,900",5 beds,5 beds,"1,870","780 Huntington Pkwy, Nashville, TN 37211"
"$490,000",4 beds,4 beds,0.26,"1212 Lyric Ln, Nashville, TN 37207"
"$299,900",2 beds,2 beds,"2,030","1509 Elliston St, Old Hickory, TN 37138"
"$439,900",3 beds,3 beds,0.36,"4317 Woods St, Old Hickory, TN 37138"
"$639,500",4 beds,4 beds,854,"3716 Inglewood Cir S, Nashville, TN 37216"
"$495,000",3 beds,3 beds,"3,920","5111 Briarwood Dr, Nashville, TN 37211"
"$619,900",3 beds,3 beds,"1,560","6410 Edsel Dr, Nashville, TN 37209"
"$369,900",3 beds,3 beds,"7,840","653 Lemont Dr, Nashville, TN 37216"
"$399,900",4 beds,4 beds,"2,697","2919 Kinwood Dr, Antioch, TN 37013"
"$675,000",1 bed,1 bed,0.55,"3901 West End Ave #904, Nashville, TN 37205"
"$399,000",2 beds,2 beds,"1,551","4200 W End Ave #401, Nashville, TN 37205"
"$925,000",5 beds,5 beds,0.44,"1407 Cardinal Ave, Nashville, TN 37216"
"$2,475,000",5 beds,5 beds,"1,817","4401 Curtiswood Cir, Nashville, TN 37204"
"$1,999,000",6 beds,6 beds,0.23,"938 Caldwell Ln, Nashville, TN 37204"
"$465,000",2 beds,2 beds,"1,160","4200 W End Ave #205, Nashville, TN 37205"
"$345,000",3 beds,3 beds,0.59,"276 Bart Dr, Antioch, TN 37013"
"$765,000",2 beds,2 beds,"2,096","1212 Laurel St #1114, Nashville, TN 37203"
"$319,995",3 beds,3 beds,0.28,"2002 Ethan Ln, Antioch, TN 37013"
"$574,900",2 beds,2 beds,"1,576","3000 Vanderbilt Pl #411, Nashville, TN 37212"
"$465,000",5 beds,5 beds,"1,344","923 Neelys Bend Rd, Madison, TN 37115"
"$615,000",3 beds,3 beds,"4,864","216 Copley Ln, Nashville, TN 37204"
"$1,650,000",4 beds,4 beds,0.42,"324 33rd Ave N, Nashville, TN 37209"
"$484,900",3 beds,3 beds,"4,871","100 Tyne Blvd, Old Hickory, TN 37138"
"$750,000",4 beds,4 beds,1.17,"6124 Brentwood Chase Dr, Brentwood, TN 37027"
"$399,900",3 beds,3 beds,"5,134","418 Mcdonald Dr, Nashville, TN 37217"
"$247,000",2 beds,2 beds,0.96,"515 Chandler Pl, Hermitage, TN 37076"
"$694,900",3 beds,3 beds,"2,005","909 Phillips St, Nashville, TN 37208"
"$650,000",1 bed,1 bed,"1,100","301 Demonbreun St #1702, Nashville, TN 37201"
