price,rooms,baths,square_feet,address
"$469,900",4 beds,4 beds,"1,800","8808 Ceuta St, Las Vegas, NV 89143"
"$599,000",4 beds,4 beds,"5,663","960 Pearl Peak St, Las Vegas, NV 89110"
"$560,000",4 beds,4 beds,"2,525","8052 Tayler Joy Ct, Las Vegas, NV 89113"
"$560,000",3 beds,3 beds,0.27,"9969 Caton Ct, Las Vegas, NV 89141"
"$675,000",4 beds,4 beds,"3,105","3210 Sterlingshire Dr, Las Vegas, NV 89146"
"$415,000",3 beds,3 beds,"6,098","813 Peachy Canyon Cir #103, Las Vegas, NV 89144"
"$450,000",6 beds,6 beds,"1,960","4105 Snead Dr, Las Vegas, NV 89107"
"$329,900",0 beds,0 beds,"3,920","145 E Harmon Ave #518, Las Vegas, NV 89109"
"$530,000",3 beds,3 beds,"2,279","200 W Sahara Ave #808, Las Vegas, NV 89102"
"$525,000",3 beds,3 beds,0.28,"6848 Brookriver Ct, Las Vegas, NV 89149"
"$285,000",2 beds,2 beds,"1,707","300 Pine Haven St #207, Las Vegas, NV 89144"
"$267,000",2 beds,2 beds,"2,621","2709 Otter Creek Ct #202, Las Vegas, NV 89117"
"$1,750,000",5 beds,5 beds,"9,583","237 Cactus Sunrise St, Las Vegas, NV 89138"
"$440,000",2 beds,2 beds,520,"2775 W Pebble Rd #311, Las Vegas, NV 89123"
"$674,999",5 beds,5 beds,"1,828","7774 Abalone Bay St, Las Vegas, NV 89139"
"$470,000",5 beds,5 beds,"1,957","3900 El Cederal Ave, Las Vegas, NV 89102"
"$369,000",0 beds,0 beds,"7,405","630 N 4th St, Las Vegas, NV 89101"
"$418,000",3 beds,3 beds,980,"8797 Salvestrin Point Ave, Las Vegas, NV 89148"
"$339,995",3 beds,3 beds,"1,136","2028 College Pl, Las Vegas, NV 89156"
"$460,000",3 beds,3 beds,"4,643","8943 Horizon Hyatt Ave, Las Vegas, NV 89178"
"$597,900",3 beds,3 beds,"7,841","607 Bonita Ave, Las Vegas, NV 89104"
"$483,483",3 beds,3 beds,"1,823","10233 S Ullom Dr, Las Vegas, NV 89141"
"$748,042",5 beds,5 beds,"3,111","5060 Appalachia Creek Ave, Las Vegas, NV 89141"
"$207,000",2 beds,2 beds,"5,663","350 E Desert Inn Rd Unit C202, Las Vegas, NV 89109"
"$365,000",2 beds,2 beds,"1,775","905 Shadow Mountain Pl, Las Vegas, NV 89108"
"$787,995",4 beds,4 beds,"8,276","10221 Bismarck Palms Ave, Las Vegas, NV 89166"
"$735,995",4 beds,4 beds,"1,792","9013 Laurel Creek St, Las Vegas, NV 89166"
"$799,995",5 beds,5 beds,"5,663","10214 Sequoia Glen Ave, Las Vegas, NV 89166"
"$699,995",3 beds,3 beds,"1,944","9006 Coastal Oaks St, Las Vegas, NV 89166"
"$719,995",3 beds,3 beds,"3,049","10226 Meandering Dell Ave, Las Vegas, NV 89166"
"$699,995",3 beds,3 beds,"1,200","8977 Coastal Oaks St, Las Vegas, NV 89166"
"$712,995",3 beds,3 beds,0.28,"8946 Cedar Cove St, Las Vegas, NV 89166"
"$515,000",4 beds,4 beds,"1,845","4430 Campus Cir, Las Vegas, NV 89121"
"$215,000",2 beds,2 beds,"2,614","356 E Desert Inn Rd #216, Las Vegas, NV 89109"
"$219,000",2 beds,2 beds,"1,961","805 Rock Springs Dr #202, Las Vegas, NV 89128"
"$209,999",1 bed,1 bed,"9,148","2455 W Serene Ave #809, Las Vegas, NV 89123"
"$875,000",4 beds,4 beds,"1,500","10309 Sierra Skye Ave, Las Vegas, NV 89166"
"$408,000",4 beds,4 beds,"3,049","9064 Salvatore St, Las Vegas, NV 89148"
"$259,999",1 bed,1 bed,"3,097","5006 Holt Ave, Las Vegas, NV 89115"
"$349,900",3 beds,3 beds,"4,356","2029 Heritage Oaks St, Las Vegas, NV 89119"
"$469,900",4 beds,4 beds,"1,800","8808 Ceuta St, Las Vegas, NV 89143"
"$599,000",4 beds,4 beds,"5,663","960 Pearl Peak St, Las Vegas, NV 89110"
"$560,000",4 beds,4 beds,"2,525","8052 Tayler Joy Ct, Las Vegas, NV 89113"
"$560,000",3 beds,3 beds,0.27,"9969 Caton Ct, Las Vegas, NV 89141"
"$370,000",2 beds,2 beds,"1,183","2672 Rungsted St, Las Vegas, NV 89142"
"$584,900",3 beds,3 beds,"4,356","9968 Yetti Stroll Ave, Las Vegas, NV 89166"
"$749,999",4 beds,4 beds,"1,810","1669 Ottawa . Dr, Las Vegas, NV 89169"
"$385,999",2 beds,2 beds,"5,227","5923 Sunlight Garden Way, Las Vegas, NV 89118"
"$275,000",2 beds,2 beds,"3,465","7151 S Durango Dr #210, Las Vegas, NV 89113"
"$405,000",3 beds,3 beds,0.26,"1084 Wild Fern Ct, Las Vegas, NV 89183"
"$999,000",5 beds,5 beds,"1,877","9838 Peaceful Bend Ct, Las Vegas, NV 89141"
"$559,777",4 beds,4 beds,"1,307","9917 Canyon Peak Dr, Las Vegas, NV 89147"
"$700,000",4 beds,4 beds,929,"1373 Hodges Ave, Las Vegas, NV 89123"
"$769,000",2 beds,2 beds,"1,429","Undisclosed address, Las Vegas, NV 89134"
"$379,900",4 beds,4 beds,"4,356","5309 Westleigh Ave, Las Vegas, NV 89146"
"$355,990",3 beds,3 beds,"4,664","4593 Honey Hills Ave Lot 45, Las Vegas, NV 89141"
"$599,000",3 beds,3 beds,"5,663","3717 Wilbur Mcgee Ct, Las Vegas, NV 89129"
"$230,000",3 beds,3 beds,"2,454","3151 Soaring Gulls Dr #2096, Las Vegas, NV 89128"
"$865,000",5 beds,5 beds,"5,227","10136 Fire Skye Ave, Las Vegas, NV 89166"
"$415,000",3 beds,3 beds,"2,857","Undisclosed address, Las Vegas, NV 89118"
"$425,000",3 beds,3 beds,"9,583","2440 Silver Shadow Dr, Las Vegas, NV 89108"
"$457,826",3 beds,3 beds,"1,843","1950 Majalis Pl Lot 70, Las Vegas, NV 89106"
"$455,000",3 beds,3 beds,"8,712","4467 White Gate Ln, Las Vegas, NV 89147"
"$410,000",3 beds,3 beds,"1,710","7918 Canto Ave, Las Vegas, NV 89147"
"$497,450",5 beds,5 beds,"6,534","1953 Majalis Pl Lot 35, Las Vegas, NV 89106"
"$1,250,000",5 beds,5 beds,"1,344","3857 Montone Ave, Las Vegas, NV 89141"
"$701,000",5 beds,5 beds,"1,160","1015 Aspen Breeze Ave, Las Vegas, NV 89123"
"$204,900",3 beds,3 beds,"2,276","3318 N Decatur Blvd #1088, Las Vegas, NV 89130"
"$639,990",3 beds,3 beds,"8,712","150 Las Vegas Blvd #2512, Las Vegas, NV 89101"
"$398,000",3 beds,3 beds,"1,109","2052 Quarry Ridge St #104, Las Vegas, NV 89117"
"$478,888",3 beds,3 beds,"3,483","10478 Beallsville St, Las Vegas, NV 89141"
"$309,900",3 beds,3 beds,"5,663","8053 Celestial Ave #201, Las Vegas, NV 89128"
"$149,990",1 bed,1 bed,"1,468","470 Elm Dr #103, Las Vegas, NV 89169"
"$539,950",4 beds,4 beds,"2,178","8442 Granite Springs Ct, Las Vegas, NV 89139"
"$540,000",2 beds,2 beds,"1,601","10033 Woodhouse Dr, Las Vegas, NV 89134"
"$649,999",4 beds,4 beds,"3,485","2455 Cordoba Bluff Ct, Las Vegas, NV 89135"
"$444,900",3 beds,3 beds,"2,036","1571 Plaza Centre Dr #101, Las Vegas, NV 89135"
"$565,000",3 beds,3 beds,"3,485","8705 Stokestone St, Las Vegas, NV 89166"
"$486,900",3 beds,3 beds,"1,656","3967 Silver Saber Ct, Las Vegas, NV 89129"
"$395,000",3 beds,3 beds,"4,356","11682 Terenzio Ct, Las Vegas, NV 89183"
"$385,000",3 beds,3 beds,"1,424","2870 Bridgepointe Dr, Las Vegas, NV 89121"
"$389,000",2 beds,2 beds,"6,098","2632 Seahorse Dr, Las Vegas, NV 89128"
"$469,999",3 beds,3 beds,"2,932","8104 Switchback Run St, Las Vegas, NV 89166"
"$307,000",2 beds,2 beds,"3,920","55 E Agate Ave #302, Las Vegas, NV 89123"
"$319,999",3 beds,3 beds,"1,310","2047 Seattle Shore St, Las Vegas, NV 89115"
"$280,000",2 beds,2 beds,"2,178","9580 W Reno Ave #154, Las Vegas, NV 89148"
"$899,995",3 beds,3 beds,"1,151","2509 Keppel Sands Dr, Las Vegas, NV 89134"
"$309,900",1 bed,1 bed,"2,577","200 W Sahara Ave #2611, Las Vegas, NV 89102"
"$435,000",3 beds,3 beds,"8,276","7650 Rising Port Ave, Las Vegas, NV 89113"
"$205,000",1 bed,1 bed,"1,090","4111 Gannet Cir #403, Las Vegas, NV 89103"
"$455,000",2 beds,2 beds,"1,650","7309 Mission Hills Dr, Las Vegas, NV 89113"
"$499,000",3 beds,3 beds,"2,178","1814 Fairfield Ave, Las Vegas, NV 89102"
"$499,000",3 beds,3 beds,724,"1818 Fairfield Ave, Las Vegas, NV 89102"
"$425,000",4 beds,4 beds,"1,398","8471 Cerritos Ct, Las Vegas, NV 89178"
"$580,000",2 beds,2 beds,"3,049","7064 Big Springs Ct Unit -, Las Vegas, NV 89113"
"$380,000",3 beds,3 beds,"1,111","4650 Flower Moon Ave #103, North Las Vegas, NV 89084"
"$159,900",1 bed,1 bed,"4,792","3823 S Maryland Pkwy Unit T3, Las Vegas, NV 89119"
"$180,000",2 beds,2 beds,"1,293","2485 Paradise Village Way, Las Vegas, NV 89120"
"$230,000",2 beds,2 beds,"4,792","5278 River Glen Dr #418, Las Vegas, NV 89103"
"$350,000",3 beds,3 beds,"1,992","357 Upland Blvd, Las Vegas, NV 89107"
"$349,900",4 beds,4 beds,"4,792","4565 E Carey Ave, Las Vegas, NV 89115"
"$440,000",4 beds,4 beds,"1,752","3401 Commendation Dr, Las Vegas, NV 89117"
"$204,000",1 bed,1 bed,"1,632","2867 Geary Pl #3008, Las Vegas, NV 89109"
"$130,000",1 bed,1 bed,871,"595 S Royal Crest Cir #16, Las Vegas, NV 89169"
"$345,000",3 beds,3 beds,644,"4261 Ridgeview Dr, Las Vegas, NV 89103"
"$320,000",1 bed,1 bed,920,"200 W Sahara Ave #3010, Las Vegas, NV 89102"
"$260,000",2 beds,2 beds,978,"5067 Royal Dr, Las Vegas, NV 89103"
"$380,000",2 beds,2 beds,"1,166","4024 Balsam Mountain St, Las Vegas, NV 89129"
"$445,000",2 beds,2 beds,"6,098","216 Spring River Ave, Las Vegas, NV 89123"
"$1,250,000",4 beds,4 beds,"1,215","6849 Leon Ave, Las Vegas, NV 89131"
"$245,000",2 beds,2 beds,"6,970","6228 Meadow Vista Ln, Las Vegas, NV 89103"
"$1,275,000",4 beds,4 beds,"2,230","7425 N Torrey Pines Dr, Las Vegas, NV 89131"
"$230,000",2 beds,2 beds,"4,792","2705 Otter Creek Ct #202, Las Vegas, NV 89117"
"$499,990",3 beds,3 beds,761,"320 W Van Buren Ave, Las Vegas, NV 89106"
"$345,000",2 beds,2 beds,624,"10307 Sawmill Ave, Las Vegas, NV 89134"
"$495,000",2 beds,2 beds,"1,104","10956 Fort Valley Ave, Las Vegas, NV 89134"
"$250,000",3 beds,3 beds,"6,534","356 E Desert Inn Rd #318, Las Vegas, NV 89109"
"$279,990",2 beds,2 beds,"1,090","2320 Viva Cir, Las Vegas, NV 89108"
"$1,599,999",6 beds,6 beds,"2,176","3927 Montone Ave, Las Vegas, NV 89141"
"$815,000",5 beds,5 beds,"4,356","7452 Orange Haze Way, Las Vegas, NV 89149"
"$229,000",2 beds,2 beds,968,"4055 Nook Way Unit B, Las Vegas, NV 89103"
"$569,000",2 beds,2 beds,"3,920","3111 Bel Air Dr Unit 5F, Las Vegas, NV 89109"
"$535,000",3 beds,3 beds,"1,652","9778 River Trader St, Las Vegas, NV 89178"
"$477,900",4 beds,4 beds,"3,485","3809 Sunking St, Las Vegas, NV 89130"
"$461,895",4 beds,4 beds,"1,877","5104 Foggia Ave, Las Vegas, NV 89130"
"$400,000",3 beds,3 beds,"4,792","6440 Point Isabel Way, Las Vegas, NV 89122"
"$495,000",4 beds,4 beds,"1,690","5855 Rainbow Trout Ct, Las Vegas, NV 89113"
"$1,175,000",4 beds,4 beds,"3,049","406 Malpaso St, Las Vegas, NV 89138"
"$527,000",2 beds,2 beds,"1,807","2704 Tidewater Ct, Las Vegas, NV 89117"
"$410,000",3 beds,3 beds,"5,227","813 Canosa Ave, Las Vegas, NV 89104"
"$389,000",3 beds,3 beds,"2,827","6705 Accent Ct, Las Vegas, NV 89108"
"$568,314",4 beds,4 beds,"5,663","6743 Marjoram St Lot 224, Las Vegas, NV 89166"
"$289,990",2 beds,2 beds,"1,578","6421 Za Zu Pitts Ave #101, Las Vegas, NV 89122"
"$750,000",3 beds,3 beds,"4,356","5602 Trilling Bird Dr, Las Vegas, NV 89135"
"$380,000",3 beds,3 beds,"1,632","1050 Bracken Ave, Las Vegas, NV 89104"
"$260,000",2 beds,2 beds,"7,841","8101 W Flamingo Rd #1119, Las Vegas, NV 89147"
"$620,000",5 beds,5 beds,"1,503","9802 White Lilac St, Las Vegas, NV 89178"
"$489,900",4 beds,4 beds,"3,485","5724 Solimar Ln, Las Vegas, NV 89130"
"$148,888",1 bed,1 bed,"2,532","625 S Royal Crest Cir #16, Las Vegas, NV 89169"
"$600,000",5 beds,5 beds,"3,485","5950 Juniper Falls Ave, Las Vegas, NV 89130"
"$389,000",3 beds,3 beds,"1,218","50 Belle Point Ave, Las Vegas, NV 89123"
"$409,900",3 beds,3 beds,"1,307","6226 Pink Cosmos Ave, Las Vegas, NV 89122"
"$335,000",2 beds,2 beds,"2,324","5272 Blanton Dr, Las Vegas, NV 89122"
"$399,999",3 beds,3 beds,"5,227","7933 Winken Ct, Las Vegas, NV 89139"
"$829,000",5 beds,5 beds,"1,135","11041 Onslow Ct, Las Vegas, NV 89135"
"$450,000",3 beds,3 beds,"6,098","5205 Dana Springs Way, Las Vegas, NV 89130"
"$599,900",4 beds,4 beds,"1,042","10179 Bishops Peak Ct, Las Vegas, NV 89141"
"$965,000",4 beds,4 beds,"3,224","2117 Golden Lotus Dr, Las Vegas, NV 89134"
"$209,999",2 beds,2 beds,"4,356","398 Linn Ln, Las Vegas, NV 89110"
"$350,000",4 beds,4 beds,"2,037","2105 Wengert Ave, Las Vegas, NV 89104"
"$339,960",3 beds,3 beds,"7,405","3501 Golden Chariot Ave, Las Vegas, NV 89106"
"$414,900",4 beds,4 beds,624,"2617 Castlewood Dr, Las Vegas, NV 89102"
"$781,236",3 beds,3 beds,"2,956","5446 Purple Moon Ave, Las Vegas, NV 89141"
"$210,000",3 beds,3 beds,"4,356","6800 E Lake Mead Blvd #1072, Las Vegas, NV 89156"
"$949,900",3 beds,3 beds,"1,376","8590 Mohawk St, Las Vegas, NV 89139"
"$421,900",3 beds,3 beds,"1,742","2720 Predator Pl, Las Vegas, NV 89156"
"$392,900",3 beds,3 beds,"1,540","2786 Predator Pl, Las Vegas, NV 89156"
"$379,500",3 beds,3 beds,"2,614","7877 Sambar Ct, Las Vegas, NV 89149"
"$375,900",3 beds,3 beds,"1,245","2708 Predator Pl, Las Vegas, NV 89156"
"$373,900",3 beds,3 beds,"6,098","6791 Warthog Avenue Pl, Las Vegas, NV 89156"
"$549,900",4 beds,4 beds,"1,345","4966 Mountain Pepper Dr, Las Vegas, NV 89148"
"$573,844",4 beds,4 beds,"2,178","10918 Parsley Ave Lot 96, Las Vegas, NV 89166"
"$400,000",3 beds,3 beds,"3,723","10541 Thor Mountain Ln, Las Vegas, NV 89166"
"$850,000",5 beds,5 beds,"6,098","6141 Kings Brook Ct, Las Vegas, NV 89149"
"$2,500,000",5 beds,5 beds,"5,755","2009 Eagle Trace Way, Las Vegas, NV 89117"
"$900,000",2 beds,2 beds,0.28,"9728 Foxtrap Ave, Las Vegas, NV 89145"
"$345,000",3 beds,3 beds,"2,733","2076 Heritage Oaks St, Las Vegas, NV 89119"
"$535,000",3 beds,3 beds,"8,712","10582 Casa Bianca St, Las Vegas, NV 89141"
"$815,000",3 beds,3 beds,"1,750","2877 Paradise Rd #702, Las Vegas, NV 89109"
"$499,000",4 beds,4 beds,"3,920","4369 Flagship Ct, Las Vegas, NV 89121"
"$410,000",4 beds,4 beds,"2,728","7001 Ballroom Ct, Las Vegas, NV 89130"
"$530,000",4 beds,4 beds,"5,663","11010 Ketchikan St, Las Vegas, NV 89179"
"$440,000",4 beds,4 beds,"2,805","901 Neil Armstrong St, Las Vegas, NV 89145"
"$418,000",3 beds,3 beds,"2,639","8925 Jaquita Ave, Las Vegas, NV 89149"
"$686,026",4 beds,4 beds,"5,663","6802 Sweet Bay St Lot 13, Las Vegas, NV 89166"
"$335,000",3 beds,3 beds,"1,865","1924 Joella St, Las Vegas, NV 89108"
"$460,000",3 beds,3 beds,"5,227","5826 Fox Run Ct, Las Vegas, NV 89120"
"$589,000",3 beds,3 beds,"2,630","8226 Creek Water Ln, Las Vegas, NV 89123"
"$359,000",2 beds,2 beds,"3,485","2869 Cape Hope Way Unit N/A, Las Vegas, NV 89121"
"$305,000",2 beds,2 beds,"2,175","32 E Serene Ave #415, Las Vegas, NV 89123"
"$279,900",2 beds,2 beds,"6,534","5000 Red Rock St #226, Las Vegas, NV 89118"
"$399,900",4 beds,4 beds,"1,670","5308 Vista Hermosa Ave, Las Vegas, NV 89108"
"$739,500",5 beds,5 beds,"1,742","6469 Ansonia Ct, Las Vegas, NV 89118"
"$1,200,000",3 beds,3 beds,"2,736","9845 S Tenaya Way, Las Vegas, NV 89178"
"$485,000",3 beds,3 beds,"5,227","2994 Harbor Heights Dr, Las Vegas, NV 89117"
"$399,900",4 beds,4 beds,"1,262","3797 Cavalry St, Las Vegas, NV 89121"
"$324,999",3 beds,3 beds,"6,970","5419 Pomeroy Cir, Las Vegas, NV 89142"
"$390,000",3 beds,3 beds,"1,862","4532 Hearts Desire Ave, Las Vegas, NV 89115"
"$314,990",1 bed,1 bed,0.23,"353 E Bonneville Ave #343, Las Vegas, NV 89101"
"$420,000",2 beds,2 beds,"2,156","10517 Abisso Dr, Las Vegas, NV 89135"
"$192,000",1 bed,1 bed,"8,712","5850 Medallion Dr #103, Las Vegas, NV 89122"
"$424,900",3 beds,3 beds,"1,666","7709 Tomich Ave, Las Vegas, NV 89145"
"$574,900",3 beds,3 beds,"1,152","7527 Alamo Summit Dr, Las Vegas, NV 89129"
"$274,000",2 beds,2 beds,"1,199","10550 W Alexander Rd #2179, Las Vegas, NV 89129"
"$350,000",3 beds,3 beds,"1,749","7900 Mt Shasta Cir, Las Vegas, NV 89145"
"$489,000",4 beds,4 beds,"4,792","7313 Rietz Canyon St, Las Vegas, NV 89131"
"$529,900",4 beds,4 beds,"3,519","8245 Lauderdale Ct, Las Vegas, NV 89128"
"$785,000",5 beds,5 beds,"6,098","1904 Shifting Winds St, Las Vegas, NV 89117"
"$219,900",2 beds,2 beds,"3,001","6356 Pine Hill Ave, Las Vegas, NV 89156"
"$450,000",3 beds,3 beds,0.51,"5884 Lambert Bridge Ave, Las Vegas, NV 89139"
"$345,000",3 beds,3 beds,"1,793","9440 Thunder Sky St #102, Las Vegas, NV 89178"
"$215,000",2 beds,2 beds,"5,227","3051 Key Largo Dr #202, Las Vegas, NV 89120"
"$320,000",3 beds,3 beds,"2,025","3920 Sweet Pine St #102, Las Vegas, NV 89108"
"$515,000",5 beds,5 beds,"3,920","8413 Teton Crest Pl, Las Vegas, NV 89143"
"$495,000",4 beds,4 beds,"2,328","5271 Carol Cir, Las Vegas, NV 89119"
"$269,000",2 beds,2 beds,"6,970","4950 Larkspur St, Las Vegas, NV 89120"
"$215,000",1 bed,1 bed,680,"555 E Silverado Ranch Blvd #1174, Las Vegas, NV 89183"
"$247,900",2 beds,2 beds,"1,742","3145 E Flamingo Rd #1124, Las Vegas, NV 89121"
