price,rooms,baths,square_feet,address
"$385,000",3 beds,3 beds,"1,448","5205 Pronghorn Ln, Raleigh, NC 27610"
"$435,000",2 beds,2 beds,0.36,"1197 Blue Bird Ln, Wake Forest, NC 27587"
"$559,000",2 beds,2 beds,"1,636","400 W North St #1226, Raleigh, NC 27603"
"$935,000",3 beds,3 beds,"1,272","3506 Bellevue Rd, Raleigh, NC 27609"
"$600,000",3 beds,3 beds,"1,879","4710 Tanglewood Dr, Raleigh, NC 27612"
"$380,000",3 beds,3 beds,0.23,"3301 Ward Rd, Raleigh, NC 27604"
"$250,000",2 beds,2 beds,"2,134","2222 Violet Bluff Court Ct, Raleigh, NC 27610"
"$450,000",3 beds,3 beds,0.50,"9309 Falkwood Rd, Raleigh, NC 27617"
"$1,300,000",2 beds,2 beds,"1,180","511 Transylvania Ave, Raleigh, NC 27609"
"$476,430",3 beds,3 beds,0.33,"607 Georgia's Landing Pkwy #87, Raleigh, NC 27603"
"$295,000",3 beds,3 beds,"1,153","11720 Coppergate Dr #102, Raleigh, NC 27614"
"$850,000",4 beds,4 beds,871,"8612 Society Place Pl, Raleigh, NC 27615"
"$448,000",3 beds,3 beds,"1,979","7909 Featherstone Dr, Raleigh, NC 27615"
"$320,000",2 beds,2 beds,"2,035","8464 Reedy Ridge Ln, Raleigh, NC 27613"
"$130,000",0 beds,0 beds,0.46,"3005 Huntleigh Dr, Raleigh, NC 27610"
"$1,299,999",4 beds,4 beds,"2,108","8948 Winged Thistle Ct, Raleigh, NC 27617"
"$514,500",4 beds,4 beds,"4,835","3318 Colorcott St, Raleigh, NC 27614"
"$374,500",2 beds,2 beds,"1,773","10511 Rosegate Ct #206, Raleigh, NC 27617"
"$420,000",4 beds,4 beds,871,"5604 Torness Ct, Raleigh, NC 27604"
"$465,950",4 beds,4 beds,"3,091","5924 Conly Dr #63, Raleigh, NC 27603"
"$650,000",3 beds,3 beds,"6,534","1202 S Bloodworth St, Raleigh, NC 27601"
"$360,000",4 beds,4 beds,"1,737","2220 Foxtrot Rd, Raleigh, NC 27610"
"$480,000",4 beds,4 beds,"1,303","5628 Beargrass Ln, Raleigh, NC 27616"
"$499,000",4 beds,4 beds,"1,307","1500 Princess Anne Rd, Raleigh, NC 27607"
"$2,100,000",15 beds,15 beds,512,"515 Raleigh Pines Dr, Raleigh, NC 27610"
"$450,000",3 beds,3 beds,"4,899","4719 Jelynn St, Raleigh, NC 27616"
"$475,000",3 beds,3 beds,0.30,"88 Fox Crossing Dr, Raleigh, NC 27603"
"$569,000",3 beds,3 beds,"2,230","4405 Pleasant Grove Church Rd, Raleigh, NC 27613"
